Sentiment,Instagram Comment Text,Clean Instagram Comment Text,Normalized_Text,StopWords,Final
negative," <USERNAME> iya""km bening, kelewat bening jadi buluk kan ya mbak ?? mbaknya baru nelen apasih komen kaya gini? Apa baru kesurupan ?",username iya km bening kelewat bening jadi buluk kan ya mbak mbaknya baru nelen apasih komen kaya gini apa baru kesurupan,username iya kami bening kelewat bening jadi buluk akan ya kaka mbaknya baru nelen apasih komen kayak begini apa baru kesurupan,username iya bening kelewat bening jadi buluk kaka mbaknya baru nelen apasih komen kayak begini apa baru kesurupan,username iya bening kelewat bening jadi buluk kaka mbaknya baru nelen apasih komen kayak begini apa baru kesurupan
negative,"kita sekeluarga sangat ngefans dan kagum lihat  <USERNAME> semua nya deh.tapi lihat anak nya yg jelek,buluk kan.  <USERNAME>.hermansyah  <USERNAME> kutuk kan apa yg menimpa bunda KD untung Allah swt sudah menggantikan amora dan adik nya.gemezzzzzzz lihat nya cocok banget jadi Anak artis se class bunda KD ??????",kita sekeluarga sangat ngefans dan kagum lihat username semua nya deh tapi lihat anak nya yg jelek buluk kan username hermansyah username kutuk kan apa yg menimpa bunda kd untung allah swt sudah menggantikan amora dan adik nya gemez lihat nya cocok banget jadi anak artis se class bunda kd,kita sekeluarga sangat fan dan kagum lihat username semua nya deh tapi lihat anak nya yang jelek buluk akan username hermansyah username kutuk akan apa yang menimpa bunda kd untung allah swt sudah menggantikan amora dan adik nya gemas lihat nya cocok banget jadi anak artis surat edaran class bunda kd,sekeluarga sangat fan kagum lihat username semua nya deh lihat anak nya jelek buluk username hermansyah username kutuk apa menimpa bunda kd untung allah swt menggantikan amora adik nya gemas lihat nya cocok banget jadi anak artis surat edaran class bunda kd,sekeluarga sangat fan kagum lihat username semua nya deh lihat anak nya jelek buluk username hermansyah username kutuk apa menimpa bunda kd untung allah swt menggantikan amora adik nya gemas lihat nya cocok banget jadi anak artis surat edaran class bunda kd
negative,Emang dasar si anak nya aja yg lebay....urusan pribadi di umbar..biar di blow up... hadehh..gunanya whatsapp sms or telp buat apa..suka aneh....,emang dasar si anak nya aja yg lebay urusan pribadi di umbar biar di blow up hadehh gunanya whatsapp sms or telp buat apa suka aneh,memang dasar sih anak nya saja yang lebay urusan pribadi di umbar biar di blow up hadehh gunanya whatsapp sms orang telp buat apa suka aneh,memang dasar sih anak nya lebay urusan pribadi umbar biar blow up hadehh gunanya whatsapp sms orang telp buat apa suka aneh,memang dasar sih anak nya lebay urusan pribadi umbar biar blow up hadehh gunanya whatsapp sms orang telp buat apa suka aneh
negative,"Coba liat bibir mu sayang, seperti pantat ayam. Wajah mu bulukan seperti kentut?? perfectoooo?",coba liat bibir mu sayang seperti pantat ayam wajah mu bulukan seperti kentut perfectoo,coba lihat bibir mu sayang seperti pantat ayam wajah mu bulukan seperti kentut perfectoo,coba lihat bibir mu sayang pantat ayam wajah mu bulukan kentut perfectoo,coba lihat bibir mu sayang pantat ayam wajah mu bulukan kentut perfectoo
negative,Gagal fokus dengar suaranya.. koq jengkel ya dengernya... sorry cuman manusia biasa kalo jengkel????,gagal fokus dengar suaranya koq jengkel ya dengernya sorry cuman manusia biasa kalo jengkel,gagal fokus dengar suaranya kok jengkel ya dengernya maaf cuman manusia biasa kalau jengkel,gagal fokus dengar suaranya kok jengkel dengernya maaf cuman manusia biasa kalau jengkel,gagal fokus dengar suaranya kok jengkel dengernya maaf cuman manusia biasa kalau jengkel
negative,"Muljem ngomong gak jelas blepotan, gak nyadar mau idup enak aja pake rebut laki orang dulu",muljem ngomong gak jelas blepotan gak nyadar mau idup enak aja pake rebut laki orang dulu,muljem mengomong enggak jelas blepotan enggak menyadar mau hidup enak saja pakai rebut laki manusia dahulu,muljem mengomong enggak jelas blepotan enggak menyadar mau hidup enak pakai rebut laki manusia,muljem mengomong enggak jelas blepotan enggak menyadar mau hidup enak pakai rebut laki manusia
negative,??lucu ya si yg bikin kata2.bawa2 Tuhan.kalau dah kepepet. Masa dia ga tau ibarat apa org yg merusak rumah tangga org.ibarat merobohkan bangunan masjid mbak nya.bayangin aja seberapa besar nya dosa mu.nasi dah jdi bubur mba nya moga bisa bahagia di dunia.??,lucu ya si yg bikin kata bawa tuhan kalau dah kepepet masa dia ga tau ibarat apa org yg merusak rumah tangga org ibarat merobohkan bangunan masjid mbak nya bayangin aja seberapa besar nya dosa mu nasi dah jdi bubur mba nya moga bisa bahagia di dunia,lucu ya sih yang membuat kata bawa tuhan kalau deh kepepet masa dia enggak tahu ibarat apa orang yang merusak rumah tangga orang ibarat merobohkan bangunan masjid kaka nya bayangkan saja seberapa besar nya dosa mu nasi deh jadi bubur mbak nya semoga bisa bahagia di dunia,lucu sih membuat kata bawa tuhan kalau deh kepepet masa enggak tahu ibarat apa orang merusak rumah tangga orang ibarat merobohkan bangunan masjid kaka nya bayangkan seberapa besar nya dosa mu nasi deh jadi bubur mbak nya semoga bahagia dunia,lucu sih membuat kata bawa tuhan kalau deh kepepet masa enggak tahu ibarat apa orang merusak rumah tangga orang ibarat merobohkan bangunan masjid kaka nya bayangkan seberapa besar nya dosa mu nasi deh jadi bubur mbak nya semoga bahagia dunia
negative,Iyah bener. Tidak Akan merubah pandangan Tuhan terhadap Kita. Terutama elu Setan!! Makanya mikirrrr.. suami majikan kok diembat!!,iyah bener tidak akan merubah pandangan tuhan terhadap kita terutama elu setan makanya mikirr suami majikan kok diembat,iya benar tidak akan merubah pandangan tuhan terhadap kita terutama lu setan makanya mikirr suami majikan kok diembat,iya benar merubah pandangan tuhan terutama lu setan makanya mikirr suami majikan kok diembat,iya benar merubah pandangan tuhan terutama lu setan makanya mikirr suami majikan kok diembat
negative,Gilingan mulan jalang lg kasih ceramah. Hahahaha . dasar cireng gak tau diri gak pernah ngaca. Si cireng lg ceramah sok2 kyk pahlawan kesiangan biar bisa berteman ama sekuter kyk selpii ini.,gilingan mulan jalang lg kasih ceramah hahahaha dasar cireng gak tau diri gak pernah ngaca si cireng lg ceramah sok kyk pahlawan kesiangan biar bisa berteman ama sekuter kyk selpii ini,gilingan mulan jalang lagi kasih ceramah hahahaha dasar cireng enggak tahu diri enggak pernah mengaca sih cireng lagi ceramah berlaga kayak pahlawan kesiangan biar bisa berteman sama sekuter kayak selpii ini,gilingan mulan jalang kasih ceramah hahahaha dasar cireng enggak tahu diri enggak pernah mengaca sih cireng ceramah berlaga kayak pahlawan kesiangan biar berteman sama sekuter kayak selpii,gilingan mulan jalang kasih ceramah hahahaha dasar cireng enggak tahu diri enggak pernah mengaca sih cireng ceramah berlaga kayak pahlawan kesiangan biar berteman sama sekuter kayak selpii
negative,"Ya pandangan Tuhan terhadap lo juga jelek sih gue rasa, dikira perebut suami orang tuh mulia apa dimata Tuhan?????????",ya pandangan tuhan terhadap lo juga jelek sih gue rasa dikira perebut suami orang tuh mulia apa dimata tuhan,ya pandangan tuhan terhadap kamu juga jelek sih saya rasa dikira perebut suami manusia itu mulia apa dimata tuhan,pandangan tuhan kamu jelek sih rasa dikira perebut suami manusia mulia apa dimata tuhan,pandangan tuhan kamu jelek sih rasa dikira perebut suami manusia mulia apa dimata tuhan
negative,"Karna sejatinya kau adalah setan berwujud manusia ,,karna pekerjaan setan ya menggoda manusia ????",karna sejatinya kau adalah setan berwujud manusia karna pekerjaan setan ya menggoda manusia,karena sejatinya anda adalah setan berwujud manusia karena pekerjaan setan ya menggoda manusia,sejatinya setan berwujud manusia pekerjaan setan menggoda manusia,sejatinya setan berwujud manusia pekerjaan setan menggoda manusia
negative,Pernah ngga mba  <USERNAME> baca ada netizen yg nyesel ga bs nimpuk telor ke si mulan..gw aja ketawa bacanya krn terwakili. Ya ngapain buang2 wktu ketemu orang gak mutu dng si mulan...msh untung nyempet2in bs nuli? disini biar nyadar tuh pelakor ga punya harga diri. Mending ketemu org baik2 spt bunmai...ketularan aura positifnya.,pernah ngga mba username baca ada netizen yg nyesel ga bs nimpuk telor ke si mulan gw aja ketawa bacanya krn terwakili ya ngapain buang wktu ketemu orang gak mutu dng si mulan msh untung nyempetin bs nuli disini biar nyadar tuh pelakor ga punya harga diri mending ketemu org baik spt bunmai ketularan aura positifnya,pernah enggak mbak username baca ada netizen yang menyesal enggak bisa menimpuk telor ke sih mulan gue saja ketawa bacanya karena terwakili ya mengapa buang waktu ketemu manusia enggak mutu dengan sih mulan masih untung menyempatkan bisa nuli disini biar menyadar itu pelakor enggak punya harga diri mending ketemu orang baik seperti bunmai ketularan aura positifnya,pernah enggak mbak username baca netizen menyesal enggak menimpuk telor sih mulan gue ketawa bacanya terwakili buang waktu ketemu manusia enggak mutu sih mulan untung menyempatkan nuli disini biar menyadar pelakor enggak punya harga diri mending ketemu orang baik bunmai ketularan aura positifnya,pernah enggak mbak username baca netizen menyesal enggak menimpuk telor sih mulan gue ketawa bacanya terwakili buang waktu ketemu manusia enggak mutu sih mulan untung menyempatkan nuli disini biar menyadar pelakor enggak punya harga diri mending ketemu orang baik bunmai ketularan aura positifnya
negative,Editanx paraaaahh...oplas aj laaah nyai drpd ngedit2 gn hahaa kn maluuu,editanx paraahh oplas aj lah nyai drpd ngedit gn hahaa kn malu,editanx paraahh operasi plastik saja lah nyai daripada ngedit begini hahaa kan malu,editanx paraahh operasi plastik lah nyai ngedit begini hahaa kan malu,editanx paraahh operasi plastik lah nyai ngedit begini hahaa kan malu
negative,"jelek,lecek,bantet ??????",jelek lecek bantet,jelek lecek bantet,jelek lecek bantet,jelek lecek bantet
negative,Gini amat pengen tenar ya ampuuun...malu kalo jadi anaknya yah kasian,gini amat pengen tenar ya ampun malu kalo jadi anaknya yah kasian,begini amat pengin tenar ya ampun malu kalau jadi anaknya ya kasihan,begini pengin tenar ampun malu kalau jadi anaknya kasihan,begini pengin tenar ampun malu kalau jadi anaknya kasihan
negative,"Heran gw mak  <USERNAME> knp dia masih aja di pake ma AN*V di pesbu**r. Kasus ny bederet, skandal bertubi2.... Gk ada malu ny ?? muka tembok ?? sangat gak ada faedah ny nonton acara yg ada si manusia kardus ini ??",heran gw mak username knp dia masih aja di pake ma an v di pesbu r kasus ny bederet skandal bertubi gk ada malu ny muka tembok sangat gak ada faedah ny nonton acara yg ada si manusia kardus ini,heran gue ibu username kenapa dia masih saja di pakai sama an v di pesbu r kasus nya bederet skandal bertubi enggak ada malu nya muka tembok sangat enggak ada faedah nya menonton acara yang ada sih manusia kardus ini,heran gue ibu username pakai sama an v pesbu r kasus nya bederet skandal bertubi enggak malu nya muka tembok sangat enggak faedah nya menonton acara sih manusia kardus,heran gue ibu username pakai sama an v pesbu r kasus nya bederet skandal bertubi enggak malu nya muka tembok sangat enggak faedah nya menonton acara sih manusia kardus
negative,"wey org goblok juga bisa bedain vape, shisha sm rokok. jelas jelas lo ngerokok pake acara ga ngaku segala",wey org goblok juga bisa bedain vape shisha sm rokok jelas jelas lo ngerokok pake acara ga ngaku segala,wey orang bodoh juga bisa membedakan vape shisha sama rokok jelas jelas kamu ngerokok pakai acara enggak mengaku segala,wey orang bodoh membedakan vape shisha sama rokok jelas jelas kamu ngerokok pakai acara enggak mengaku segala,wey orang bodoh membedakan vape shisha sama rokok jelas jelas kamu ngerokok pakai acara enggak mengaku segala
negative,Jijik saya liatnya...kaya ulet bulu kluget2 gitu...hihihi..ampe sgitunya pengen terkenal...!!,jijik saya liatnya kaya ulet bulu kluget gitu hihihi ampe sgitunya pengen terkenal,jijik saya lihatnya kayak ulet bulu kluget begitu hihihi sampai sgitunya pengin terkenal,jijik lihatnya kayak ulet bulu kluget hihihi sgitunya pengin terkenal,jijik lihatnya kayak ulet bulu kluget hihihi sgitunya pengin terkenal
negative,Jablay anjir mukanya... Murahan bangetttt najisss,jablay anjir mukanya murahan bangett najis,jablay anjir mukanya murahan banget najis,jablay anjir mukanya murahan banget najis,jablay anjir mukanya murahan banget najis
negative," <USERNAME>.alycia iya sist jijik banget gw liatnya sok suci ngatain orang kalo gw sih malulah artis papan atas tapi otak gak di fikir kalo ngomong ,ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yg ",username alycia iya sist jijik banget gw liatnya sok suci ngatain orang kalo gw sih malulah artis papan atas tapi otak gak di fikir kalo ngomong ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yg,username alycia iya sist jijik banget gue lihatnya berlaga suci mengatai manusia kalau gue sih malulah artis papan atas tapi otak enggak di fikir kalau mengomong ketahuan banget enggak ada wibawanya kalau memang dia menyadar dia siapa seharusnya dia tahu cara berkomentar manusia enggak ada yang,username alycia iya sist jijik banget gue lihatnya berlaga suci mengatai manusia kalau gue sih malulah artis papan atas otak enggak fikir kalau mengomong ketahuan banget enggak wibawanya kalau memang menyadar siapa tahu cara berkomentar manusia enggak,username alycia iya sist jijik banget gue lihatnya berlaga suci mengatai manusia kalau gue sih malulah artis papan atas otak enggak fikir kalau mengomong ketahuan banget enggak wibawanya kalau memang menyadar siapa tahu cara berkomentar manusia enggak
positive,yang sabar yaa.. insya Allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua orang tuanya,yang sabar yaa insya allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua orang tuanya,yang sabar ya insya allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua manusia tuanya,sabar insya allah menjadi pembuka pintu syurga penghalang api neraka kedua manusia tuanya,sabar insya allah menjadi pembuka pintu syurga penghalang api neraka kedua manusia tuanya
positive,Lagu barunya mbak tata kan kisah nyatanya rumah tangga mbak tata.... jadi rasanya mbak tata bener2 sayang get sama suaminya... syukur kalau baikan.... semoga awet...,lagu barunya mbak tata kan kisah nyatanya rumah tangga mbak tata jadi rasanya mbak tata bener sayang get sama suaminya syukur kalau baikan semoga awet,lagu barunya kaka tata akan kisah nyatanya rumah tangga kaka tata jadi rasanya kaka tata benar sayang memperoleh sama suaminya syukur kalau baikan semoga awet,lagu barunya kaka tata kisah nyatanya rumah tangga kaka tata jadi rasanya kaka tata benar sayang memperoleh sama suaminya syukur kalau baikan semoga awet,lagu barunya kaka tata kisah nyatanya rumah tangga kaka tata jadi rasanya kaka tata benar sayang memperoleh sama suaminya syukur kalau baikan semoga awet
positive,"Yg komen kenapa si mbak ini ga sedih malah ketawa2.. ya iyalah klo kita dah disakiti sm pasangan smpe berlarut2 ngapain juga sih kita sedih ampe depresi segala.. serahin sm Allah aja..bawa happy aja mski sakit.. lagian si mba senyum2 di wajahnya tp hatinya mana tau kan... senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk... ada pepatah bilang ,, klo bahagia jgn trllu bahagia, klo sedih juga jgn trllu sedih... diimbangi aja biar ga gila ??????",yg komen kenapa si mbak ini ga sedih malah ketawa ya iyalah klo kita dah disakiti sm pasangan smpe berlarut ngapain juga sih kita sedih ampe depresi segala serahin sm allah aja bawa happy aja mski sakit lagian si mba senyum di wajahnya tp hatinya mana tau kan senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk ada pepatah bilang klo bahagia jgn trllu bahagia klo sedih juga jgn trllu sedih diimbangi aja biar ga gila,yang komen kenapa sih kaka ini enggak sedih malah ketawa ya iyalah kalo kita deh disakiti sama pasangan sampai berlarut mengapa juga sih kita sedih sampai depresi segala serahin sama allah saja bawa happy saja mski sakit lagian sih mbak senyum di wajahnya tapi hatinya mana tahu akan senyumannya bisa jadi buat menetralisir kondisi hatinya yang lagi terpuruk ada pepatah bilang kalo bahagia jangan terlalu bahagia kalo sedih juga jangan terlalu sedih diimbangi saja biar enggak gila,komen sih kaka enggak sedih malah ketawa iyalah kalo deh disakiti sama pasangan berlarut sih sedih depresi segala serahin sama allah bawa happy mski sakit lagian sih mbak senyum wajahnya hatinya mana tahu senyumannya jadi buat menetralisir kondisi hatinya terpuruk pepatah bilang kalo bahagia jangan terlalu bahagia kalo sedih jangan terlalu sedih diimbangi biar enggak gila,komen sih kaka enggak sedih malah ketawa iyalah kalo deh disakiti sama pasangan berlarut sih sedih depresi segala serahin sama allah bawa happy mski sakit lagian sih mbak senyum wajahnya hatinya mana tahu senyumannya jadi buat menetralisir kondisi hatinya terpuruk pepatah bilang kalo bahagia jangan terlalu bahagia kalo sedih jangan terlalu sedih diimbangi biar enggak gila
positive,"Suka banget sama pasangan satu ini. Semoga gigi dan raffi menjadi keluarga sakinnah, mawaddah, warrahmah. Semoga tidak ada pihak2 yang ingin memisahkan mereka. Jodoh sampai maut memisahkan. Amiin",suka banget sama pasangan satu ini semoga gigi dan raffi menjadi keluarga sakinnah mawaddah warrahmah semoga tidak ada pihak yang ingin memisahkan mereka jodoh sampai maut memisahkan amiin,suka banget sama pasangan satu ini semoga gigi dan raffi menjadi keluarga sakinnah mawaddah warrahmah semoga tidak ada pihak yang ingin memisahkan mereka jodoh sampai maut memisahkan amin,suka banget sama pasangan satu semoga gigi raffi menjadi keluarga sakinnah mawaddah warrahmah semoga pihak memisahkan jodoh maut memisahkan amin,suka banget sama pasangan satu semoga gigi raffi menjadi keluarga sakinnah mawaddah warrahmah semoga pihak memisahkan jodoh maut memisahkan amin
positive,"Jemima kan anak angkat celine, eleeya anak hubungan celine dan dirly. Dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat. Dan wajar kalau stefen lebih pilih celine karna hatinya baik",jemima kan anak angkat celine eleeya anak hubungan celine dan dirly dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat dan wajar kalau stefen lebih pilih celine karna hatinya baik,jemima akan anak angkat celine eleeya anak hubungan celine dan dirly dan saya terharu saya tahu kalau jemima adalah anak panti asuhan yang dia rawat dan wajar kalau stefen lebih pilih celine karena hatinya baik,jemima anak angkat celine eleeya anak hubungan celine dirly terharu tahu kalau jemima anak panti asuhan rawat wajar kalau stefen lebih pilih celine hatinya baik,jemima anak angkat celine eleeya anak hubungan celine dirly terharu tahu kalau jemima anak panti asuhan rawat wajar kalau stefen lebih pilih celine hatinya baik
positive,Lucu yg blg stefan menghabiskn masa muda wkwk.umurnya mah gak muda mukanya aja yg baby face. Bersyukur.bonus buat celinenya?? lah dlu mantannya begimane. Dibawah umur ude pacran mcam laki bini. Hiks. Selepas tu yakin deh susah mengambil keputusan kaya stefan. Tipical cowo yg tnggung jwabnya tinggi,lucu yg blg stefan menghabiskn masa muda wkwk umurnya mah gak muda mukanya aja yg baby face bersyukur bonus buat celinenya lah dlu mantannya begimane dibawah umur ude pacran mcam laki bini hiks selepas tu yakin deh susah mengambil keputusan kaya stefan tipical cowo yg tnggung jwabnya tinggi,lucu yang bilang stefan menghabiskn masa muda wkwk umurnya mah enggak muda mukanya saja yang baby face bersyukur bonus buat celinenya lah dulu mantannya begimane dibawah umur ude pacran mcam laki bini hiks selepas itu yakin deh susah mengambil keputusan kayak stefan tipical cowok yang tnggung jwabnya tinggi,lucu bilang stefan menghabiskn masa muda wkwk umurnya mah enggak muda mukanya baby face bersyukur bonus buat celinenya lah dulu mantannya begimane dibawah umur ude pacran mcam laki bini hiks selepas yakin deh susah mengambil keputusan kayak stefan tipical cowok tnggung jwabnya tinggi,lucu bilang stefan menghabiskn masa muda wkwk umurnya mah enggak muda mukanya baby face bersyukur bonus buat celinenya lah dulu mantannya begimane dibawah umur ude pacran mcam laki bini hiks selepas yakin deh susah mengambil keputusan kayak stefan tipical cowok tnggung jwabnya tinggi
positive,Dan lagi ada yg masih bawa2 keenan ????. raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish. Raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri. Jd menurut gue raisa dan hamish sama2 beruntung bisa menjadi sepasang suami istri. Ga ada tuh gagal move on ???????? so congratz raisa dan hamish. Semoga pernikahannya sakinah mawadah dan warahmah,dan lagi ada yg masih bawa keenan raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri jd menurut gue raisa dan hamish sama beruntung bisa menjadi sepasang suami istri ga ada tuh gagal move on so congratz raisa dan hamish semoga pernikahannya sakinah mawadah dan warahmah,dan lagi ada yang masih bawa keenan raisa sudah paling berbahagia ngedapetin suami yang super ngemong dan mature kayak hamish raisa itu cukup dewasa di banding wanita seumurannya yang masih memikirkan dirinya sendiri jadi menurut saya raisa dan hamish sama beruntung bisa menjadi sepasang suami istri enggak ada itu gagal pindah on sok congratz raisa dan hamish semoga pernikahannya sakinah mawadah dan warahmah,bawa keenan raisa paling berbahagia ngedapetin suami super ngemong mature kayak hamish raisa cukup dewasa banding wanita seumurannya memikirkan dirinya sendiri jadi raisa hamish sama beruntung menjadi sepasang suami istri enggak gagal pindah on sok congratz raisa hamish semoga pernikahannya sakinah mawadah warahmah,bawa keenan raisa paling berbahagia ngedapetin suami super ngemong mature kayak hamish raisa cukup dewasa banding wanita seumurannya memikirkan dirinya sendiri jadi raisa hamish sama beruntung menjadi sepasang suami istri enggak gagal pindah on sok congratz raisa hamish semoga pernikahannya sakinah mawadah warahmah
positive,"Raisa cantik yaaa, meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah, udah cantik, sederhana, sempurna bgt,",raisa cantik ya meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah udah cantik sederhana sempurna bgt,raisa cantik ya meskipun artis tapi enggak menonjolkan kalau nikah itu harus mewah sudah cantik sederhana sempurna banget,raisa cantik meskipun artis enggak menonjolkan kalau nikah mewah cantik sederhana sempurna banget,raisa cantik meskipun artis enggak menonjolkan kalau nikah mewah cantik sederhana sempurna banget
positive,"Karna orang yang syudah cantik, ga perlu dandan heboh utk membuatnya terlihat cantik.. dengan makeup yang simple gitu aja sudah mempesona?????? bikin hamish klepek2",karna orang yang syudah cantik ga perlu dandan heboh utk membuatnya terlihat cantik dengan makeup yang simple gitu aja sudah mempesona bikin hamish klepek,karena manusia yang syudah cantik enggak perlu dandan heboh untuk membuatnya terlihat cantik dengan makeup yang simple begitu saja sudah mempesona membuat hamish klepek,manusia syudah cantik enggak perlu dandan heboh membuatnya terlihat cantik makeup simple mempesona membuat hamish klepek,manusia syudah cantik enggak perlu dandan heboh membuatnya terlihat cantik makeup simple mempesona membuat hamish klepek
positive,Bagus dong.. mencari ilmu kapanpun dimanapun.. itu karena suaminya orang berpendidikan ????????????,bagus dong mencari ilmu kapanpun dimanapun itu karena suaminya orang berpendidikan,bagus dong mencari ilmu kapanpun dimanapun itu karena suaminya manusia berpendidikan,bagus dong mencari ilmu kapanpun dimanapun suaminya manusia berpendidikan,bagus dong mencari ilmu kapanpun dimanapun suaminya manusia berpendidikan
positive,Sukak cewe cantik dan kmauan blajarnya tinggi ???,sukak cewe cantik dan kmauan blajarnya tinggi,suka cewek cantik dan kemauan blajarnya tinggi,suka cewek cantik kemauan blajarnya tinggi,suka cewek cantik kemauan blajarnya tinggi
positive,"Yaampun ini artis bener bener good attitude yang layak jadi panutan. Dia kan bisa aja kuliah di luar negri. Tp karna baktinya sama suami , dia pilih kuliah di wilayah dekat suaminya . Salut banget",yaampun ini artis bener bener good attitude yang layak jadi panutan dia kan bisa aja kuliah di luar negri tp karna baktinya sama suami dia pilih kuliah di wilayah dekat suaminya salut banget,yaampun ini artis benar benar good attitude yang layak jadi panutan dia akan bisa saja kuliah di luar negeri tapi karena baktinya sama suami dia pilih kuliah di wilayah dekat suaminya salut banget,yaampun artis benar benar good attitude layak jadi panutan kuliah luar negeri baktinya sama suami pilih kuliah wilayah dekat suaminya salut banget,yaampun artis benar benar good attitude layak jadi panutan kuliah luar negeri baktinya sama suami pilih kuliah wilayah dekat suaminya salut banget
positive,"Semangat batman  <USERNAME> kita VA selalu support kamu karna setiap manusia pasti pernah punya kesalahan ???????? ,, dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah 2 tahun yang lalu ????",semangat batman username kita va selalu support kamu karna setiap manusia pasti pernah punya kesalahan dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah tahun yang lalu,semangat batman username kita va selalu mendukung kamu karena setiap manusia pasti pernah punya kesalahan dan buat yang lain tolong jangan di bahas lagi pliis karena itu sudah tahun yang lalu,semangat batman username va selalu mendukung kamu manusia pernah punya kesalahan buat jangan bahas pliis tahun lalu,semangat batman username va selalu mendukung kamu manusia pernah punya kesalahan buat jangan bahas pliis tahun lalu
positive, <USERNAME> y udh .salam knl y mbk seneng bisa knl sm mbk. Sbagai manusia kita saling ingetin.y sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang2 dah jd artis haha..y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel,username y udh salam knl y mbk seneng bisa knl sm mbk sbagai manusia kita saling ingetin y sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang dah jd artis haha y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel,username nya sudah salam kenal nya mbak senang bisa kenal sama mbak sebagai manusia kita saling mengingatkan nya sebagai manusia kita harus tahu diri jangan sombong yang digedein mentang deh jadi artis haha nya sudah mbak kita cabut saja nya dari komen ada foto nih nanti kita jadi korban dia sel,username nya salam kenal nya mbak senang kenal sama mbak manusia saling mengingatkan nya manusia tahu diri jangan sombong digedein mentang deh jadi artis haha nya mbak cabut nya komen foto nih jadi korban sel,username nya salam kenal nya mbak senang kenal sama mbak manusia saling mengingatkan nya manusia tahu diri jangan sombong digedein mentang deh jadi artis haha nya mbak cabut nya komen foto nih jadi korban sel
positive,"keren yaaa, kesederhanaannya terpancar jelas. sukak sm keluarga presiden ini??",keren ya kesederhanaannya terpancar jelas sukak sm keluarga presiden ini,keren ya kesederhanaannya terpancar jelas suka sama keluarga presiden ini,keren kesederhanaannya terpancar jelas suka sama keluarga presiden,keren kesederhanaannya terpancar jelas suka sama keluarga presiden
positive,"Seorang presiden tanpa embel"" gelar .. bangga sekali",seorang presiden tanpa embel gelar bangga sekali,seorang presiden tanpa embel gelar bangga sekali,seorang presiden embel gelar bangga sekali,seorang presiden embel gelar bangga sekali
positive,Proud of you Indonesia. God bless Indonesia,proud of you indonesia god bless indonesia,bangga of anda indonesia god bless indonesia,bangga of indonesia god bless indonesia,bangga of indonesia god bless indonesia
positive,Amazing bngt Miss National Costume. Kereenn!! Bangga ama budaya indonesia ????,amazing bngt miss national costume kereenn bangga ama budaya indonesia,amazing banget miss national costume keren bangga sama budaya indonesia,amazing banget miss national costume keren bangga sama budaya indonesia,amazing banget miss national costume keren bangga sama budaya indonesia
positive,Ikut bangga pastinya ??,ikut bangga pastinya,ikut bangga pastinya,ikut bangga pastinya,ikut bangga pastinya
positive,PROUD OF YOU KAK DEA. Sangat patut dibanggakan??,proud of you kak dea sangat patut dibanggakan,bangga of anda kak dea sangat patut dibanggakan,bangga of kak dea sangat patut dibanggakan,bangga of kak dea sangat patut dibanggakan
positive,Suka bgt sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan.salut,suka bgt sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan salut,suka banget sama pidatox dia cara pembawaanx begitu elegan dan brwibawah pntas memang dia mdptkan salut,suka banget sama pidatox cara pembawaanx elegan brwibawah pntas memang mdptkan salut,suka banget sama pidatox cara pembawaanx elegan brwibawah pntas memang mdptkan salut
positive,aku percaya kak niki orangnya jujur semangat kak niki???? hebat,aku percaya kak niki orangnya jujur semangat kak niki hebat,aku percaya kak niki orangnya jujur semangat kak niki hebat,aku percaya kak niki orangnya jujur semangat kak niki hebat,aku percaya kak niki orangnya jujur semangat kak niki hebat
